Name,Number_of_tweets,Account_age,Number_of_followers,Following_to_follower_ratio,ratio_retweets,ratio_retweeted_originaltweets,ratio_favorite_originaltweets,screen_name,lazy,points,Acronyme_parti,Nom_parti,Nuance_Politique,url_image
Michel LEFAIT Député,178,2320,980,0.391836735,0.20338983100000002,0.6028368789999999,0.312056738,MLEFAIT,14,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/3419784253/4cc131a971e108f9d27a0f98426bb21d_normal.jpeg
Maurice Leroy,9145,2436,6028,0.084439283,0.805641662,4.405103668,2.250398724,MauriceLeroy,319,0,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/591502805497618433/I21xY5ay_normal.jpg
Martine Pinville,841,1237,3556,0.251124859,0.679380215,11.97769517,5.63197026,MartinePinville,88,2,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/676884169868353536/2aBmYB3P_normal.jpg
Ch. Pirès Beaune,953,1208,1023,0.31769306,0.483597884,1.395491803,0.567622951,cpiresbeaune,146,5,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2830834655/0ee38050a206a1c7413c6dea7d58ce0f_normal.png
Matthias Fekl,1127,2697,8946,0.130672926,0.267080745,7.342615012,3.973365617,MatthiasFekl,106,4,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/695217556454559744/dluM9YGm_normal.jpg
Gilles Carrez,536,1460,3667,0.062994273,0.657303371,3.076502732,0.841530055,GillesCarrez,79,7,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/615836819658289152/XTB7cci2_normal.jpg
Arnaud Robinet,4179,2318,14461,0.024410482999999997,0.45555204,6.370133643,3.176641488,ArnaudRobinet,220,9,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/456110707625320448/HYcLyR9u_normal.jpeg
Jean-Luc Bleunven,891,1415,1900,0.341578947,0.329954955,1.752941176,0.487394958,JeanLucBleunven,57,1,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2203809010/jlb4_normal.JPG
Nadine Morano,12625,1568,152446,0.008835916,0.49233656600000003,44.70240296,22.41158349,nadine__morano,264,8,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/434272818201497600/r85ViTYs_normal.jpeg
Thierry Braillard,3884,1674,16593,0.08045561400000001,0.665110489,13.01765799,6.984200743,Th_Braillard,276,8,PRG,Parti Radical de Gauche,Gauche,http://pbs.twimg.com/profile_images/668731935418662912/wxFpdk42_normal.jpg
J-C Fromantin,3989,2506,14803,0.04924677400000001,0.317800559,9.418943534,2.679872495,JCFromantin,281,4,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/671691135601934340/xo_ihh3A_normal.jpg
Jean-Pierre Raffarin,8095,1654,119463,0.005633543,0.58289104,16.73203593,8.362275449,jpraffarin,265,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/464393744863985664/CWpK9EjW_normal.jpeg
MARLEIX Alain,23,1574,650,0.056923077,0.0,0.17391304300000002,0.17391304300000002,MARLEIXAlain,0,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1631994750/MArleix__Conseil_G_n_ral_normal.JPG
Yamina Benguigui,1524,1716,16929,0.06302794,0.526038233,6.069541029,1.7788595269999998,YaminaBenguigui,151,1,DIVERSGAUCHE,Divers Gauche,Gauche,http://pbs.twimg.com/profile_images/378800000723151205/e678475c2e3a3e5b5dab550ac9acd222_normal.jpeg
Pierre Moscovici,6932,2525,158936,0.051158957000000005,0.428615385,15.1448573,8.059235326,pierremoscovici,318,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/432173201209438208/acnt2uKi_normal.jpeg
Élisabeth Pochon,3236,1552,2356,0.278862479,0.72503888,0.938914027,0.563348416,ElisabethPochon,509,128,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1776587476/copie_r_duite_net_photo_camp_normal.jpg
Guy DELCOURT,8021,1453,2955,0.781387479,0.43926685299999996,1.2310249309999999,0.996121884,Guy_Delcourt,326,44,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/690788975871709184/mQ-4-rws_normal.jpg
Jean-Marie Beffara,691,1483,896,0.29352678600000004,0.35319767399999996,0.871910112,0.442696629,jmbeffara,89,17,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/545594768651079681/0mmEz8ig_normal.png
Marc Laffineur,1151,1586,4615,0.142795233,0.322524102,5.023285898999999,0.8395860279999999,Marclaffineur,103,8,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1636844296/image_normal.jpg
Georges FENECH,1679,1604,4687,0.319820781,0.44344163700000006,9.775135135,2.5491891890000002,GeorgesFENECH,223,41,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/665300028047540226/0M23Bfhl_normal.jpg
GiseleBiemouret,830,1204,943,0.399787911,0.102781137,1.014824798,0.291105121,GiseleBiemouret,51,8,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2848589633/2fa0ea568add8b3ccfd17d30b2fbef96_normal.jpeg
Sandrine Hurel,237,1434,2268,0.158730159,0.13135593199999998,1.863414634,0.556097561,sandrinehurel,21,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2582241661/uf2wyzzalt66lqn1zlva_normal.jpeg
Michel Vauzelle,1783,2455,9563,0.06650632599999999,0.22878021399999998,2.9948979589999998,1.104227405,Vauzelle,151,1,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/468418398343294977/8Dr6XwJ7_normal.jpeg
Kader Arif,461,2542,5755,0.032493483999999996,0.20043573,6.114441417,2.234332425,kaderarif,36,16,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/516551063831183362/MildO0ZV_normal.jpeg
Michèle Alliot-Marie,1508,2103,22415,0.047022083,0.118508655,9.870845921,4.613293051,MAlliotMarie,108,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/705061275609538560/ypo85iM2_normal.jpg
Sophie Errante,581,1423,2267,0.444640494,0.241319444,0.828375286,0.288329519,SophieErrante,39,8,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2402162725/ut0vexyfajwgrxyfhbl3_normal.jpeg
Estelle GRELIER,3634,2234,3405,0.265491924,0.389339152,0.565084227,0.258295048,estellegrelier,315,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/701884324937908224/xd3AVixb_normal.jpg
Pierre Lellouche,416,1474,10558,0.103523395,0.23671497600000002,11.03481013,2.9335443039999998,LellouchePierre,29,18,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1836751406/lellouche-rt_normal.jpg
Philip Cordery,2774,2535,3962,0.594901565,0.313384113,2.330163761,0.711568938,PhilipCordery,293,9,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1813844757/PC_normal.jpg
Valérie Rabault,1916,1532,5758,0.18878082699999998,0.468700684,2.4158415840000003,0.795049505,Valerie_Rabault,179,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1706689356/Photo_1_Valerie_Rabault_normal.png
Jacques Kossowski,878,1516,1959,0.063808065,0.220823799,2.127753304,0.509544787,jakossowski,78,3,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/608180404286320640/3bpL0kpq_normal.jpg
Jean-Luc Mélenchon,14324,2337,727746,0.007017558,0.082895144,77.67318718,39.28060708,JLMelenchon,157,0,PG,Parti de Gauche,Extrême-Gauche,http://pbs.twimg.com/profile_images/698040226913067008/7OVDy_pn_normal.jpg
Christophe Bouillon,1531,1759,3328,0.21634615399999998,0.325213957,1.9073170730000002,0.282926829,Chris_Bouillon,138,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2343102542/ltqfybftoevtfnuca4yi_normal.jpeg
valerie Lacroute,471,1417,1380,0.9557971009999999,0.675324675,1.073333333,0.54,VLacroute,56,2,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/562007441504997376/IZRlHWl__normal.jpeg
Isabelle Bruneau,1387,1475,739,1.029769959,0.023088023,0.20679468199999998,0.172082718,IsabelleBrunea1,65,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/3188381941/70b3859819395142a77b6c7a368cf904_normal.jpeg
Michel Piron,1952,1016,4323,1.157298173,0.6266183320000001,2.122052705,1.5006934809999999,MichelPiron,157,23,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/654207924684914689/69DPbNq1_normal.jpg
Sylvie Tolmont,4815,1516,1529,0.37083060799999995,0.6875966590000001,1.691089109,0.72970297,SylvieTolmont,344,68,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/665551254429528064/Yk_0OUbe_normal.jpg
Myriam El Khomri,2443,1571,19714,0.082885259,0.39942291799999996,11.77625257,5.582017845,MyriamElKhomri,213,14,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/672415118022586369/pWpshWq__normal.jpg
Gérald DARMANIN,5494,1950,12593,0.09402048800000001,0.173053152,8.79857997,4.495515695,GDarmanin,215,4,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/700033414641147905/563ebeuQ_normal.jpg
Vincent Peillon,299,2541,56402,0.035991632,0.036789298,4.729166667,0.9965277779999999,Vincent_Peillon,32,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/458539448511123456/YistHSHV_normal.jpeg
olivier veran,3656,1365,3006,0.082168995,0.13588635,3.566833452,1.557541101,olivierveran,291,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/555694990492327936/rTNdjDgZ_normal.jpeg
Marie-Anne Montchamp,2933,2281,9911,0.099687216,0.15818622400000001,1.658305921,0.33675986799999996,mamontchamp,209,1,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/3113611859/a34e5e134c870e5edc4855350dd0752b_normal.png
Saint-André Stephane,343,1439,1009,0.328047572,0.279411765,0.391836735,0.163265306,AndrSaint,40,2,PRG,Parti Radical de Gauche,Gauche,http://pbs.twimg.com/profile_images/1947189879/image_normal.jpg
François Fillon,9837,1420,276799,0.005812881999999999,0.7663667390000001,54.89243028,27.11022576,FrancoisFillon,301,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/670682305829216256/WqN3asqm_normal.jpg
Germinal Peiro,169,2064,1532,0.11357702300000001,0.15976331400000002,3.8028169010000004,0.915492958,germinalpeiro,3,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/648929436935524358/YRq3-o46_normal.jpg
Martine Aubry,494,2536,154043,0.0026680859999999996,0.052631579000000005,20.11752137,4.2264957260000005,MartineAubry,89,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/429280339412799488/RgoAF__i_normal.jpeg
Sabine Buis,3727,783,2096,0.44847328200000003,0.552985308,2.504195804,1.027972028,BuisSabine,287,5,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/527851704989929473/SV0LWeLW_normal.png
Patrick Devedjian,1246,1230,6971,0.051642519000000005,0.011235955,12.52922078,2.7889610389999997,DevedjianP,91,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/378800000141408772/aaefab13037f73c769cdee81faca5d63_normal.jpeg
Rudy Salles,3308,2316,4041,0.261816382,0.192115144,4.8965917889999995,1.144848954,rudysalles,360,18,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/2953791321/e66a04f4eb129e0f3331e7088e2801ce_normal.jpeg
Christine Lagarde,682,1743,335673,2.68e-05,0.020527859,68.84131737,36.3488024,Lagarde,85,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/673999987500519424/KS-zK9oK_normal.jpg
François Pupponi,312,1568,2360,0.18008474600000002,0.44230769200000003,2.298850575,0.66091954,fpupponi,55,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2328688253/srfv7wzv8pct4z7wwxdx_normal.jpeg
Sandrine Doucet,2058,1263,1493,0.515070328,0.18686131399999997,0.909036505,0.567923399,Doucet_Sandrine,191,72,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2616099312/Moi_normal.jpg
laurent wauquiez,2360,2594,169356,0.001960368,0.294193548,27.15478367,10.67276051,laurentwauquiez,257,6,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/679003296611352576/cMpJowuj_normal.jpg
Philippe Vigier,1796,1645,5843,0.47133321899999997,0.257847534,5.516616314,1.6978851959999999,VigierPhilippe,237,19,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/676431025245847552/PXhMQRtb_normal.jpg
Manuel Valls,903,2375,410542,0.001987616,0.032115172000000004,251.0720824,158.5102975,manuelvalls,92,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/557873210017202179/mKBEJJjk_normal.jpeg
Bernard PERRUT,1190,1414,3126,1.026871401,0.068124474,1.852888087,0.7815884479999999,B_Perrut,120,5,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/680643021025718273/MqwcWv4r_normal.jpg
Laure de La Raudière,10014,2436,16803,0.032077605,0.39218119799999995,7.252679939,2.733027055,lauredlr,276,46,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/651723812950671362/cGjBkxI0_normal.jpg
PIETRASANTA,5870,2415,4078,0.566944581,0.533102144,3.079000675,0.6927751520000001,S_PIETRASANTA,232,33,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/326148351/photo_seb_normal.jpg
Stéphane Le Foll,3877,1566,74603,0.016433655,0.42282301200000005,27.833878000000002,8.566993464,SLeFoll,265,18,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/682595098635419649/06Qt0YVT_normal.jpg
Gérard Cherpion,317,1442,952,0.35819327700000003,0.8557692309999999,3.377777778,1.711111111,GerardCherpion,38,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/613371265139757059/mR_x-S3n_normal.jpg
Ségolène Royal,5635,2380,395485,0.000546165,0.43651529200000005,44.26315789,30.36403509,RoyalSegolene,326,2,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/670509532670464000/NrJAD8Fr_normal.jpg
Herve Gaymard,244,1195,3226,0.174209547,0.382716049,9.64,5.533333333,HGaymard,14,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/3395935082/bb18378e3e2c5eea8424d001ac999524_normal.jpeg
Yannick FAVENNEC,4432,2702,7403,0.06510874,0.017745953000000002,1.64437401,0.289698891,yfavennec,273,1,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/609230508371914753/jPqt4u2X_normal.jpg
André Chassaigne,983,1442,4373,0.16418934400000001,0.136456212,4.9304245280000005,1.028301887,AndreChassaigne,48,0,PCF,Parti Communiste Français,Extrême-Gauche,http://pbs.twimg.com/profile_images/1968227505/ChassaignetRIBUNE_normal.jpg
Annick Lepetit,4527,1352,5412,0.208425721,0.486115445,5.8087431689999995,2.491803279,annick_lepetit,318,95,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/431703897015844864/qlXFK--8_normal.jpeg
Luce Pane,44,1187,447,0.756152125,0.37209302299999997,0.592592593,0.333333333,LucePane1,6,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/378800000465141475/91d66fb019ff80930062b01b327ec738_normal.jpeg
Arlette Grosskost,295,1436,1663,0.153938665,0.074829932,0.819852941,0.386029412,agrosskost,42,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/440446031746965506/HEe7zCGV_normal.jpeg
Claude Goasguen,4243,1626,13995,0.225866381,0.292897549,11.05377778,3.386666667,ClaudeGoasguen,359,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1559448467/cg_normal.jpg
Alain Moyne-Bressand,29,1179,495,0.355555556,0.034482759,0.6785714290000001,0.321428571,moyne_bressand,6,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/689581275276021760/kY0hVR1O_normal.jpg
Hervé Morin,6072,2506,85771,0.008382787,0.26509023,19.86748518,6.429297206,Herve_Morin,323,6,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/1914245343/HMtwitterprofil_normal.jpg
Bertrand Pancher,2512,1540,2309,0.28540493699999997,0.22865123699999998,1.361614071,0.616658044,BertrandPancher,348,2,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/666906095940714496/p8uurqo4_normal.jpg
Jean-Pierre Decool,581,1616,1901,0.424513414,0.41811846700000005,2.155688623,0.982035928,jpdecool,55,8,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/666922561595449344/8D-CUgNS_normal.png
Harlem Désir,6509,2542,79795,0.058487374,0.718933994,8.006615215,4.724366042,harlemdesir,320,34,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/672803968704225285/loI2Q9rH_normal.jpg
Jean-Yves Caullet,2221,1469,2108,0.053605312999999995,0.469147005,0.608547009,0.18974359,JYCaullet,231,86,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1847917961/JYC_Twit_normal.jpg
Philippe Poutou,2355,1629,92885,0.0021316679999999998,0.001276596,2.260758415,0.535151257,PhilippePoutou,221,0,NPA,Nouveau Parti Anticapitaliste,Extrême-Gauche,http://pbs.twimg.com/profile_images/1545112464/220px-Philippe_Poutou_2011_normal.jpg
Jean-Luc Romero,32642,2504,81713,0.070882234,0.566470406,25.37240886,21.46318799,JeanLucRomero,219,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/699177832912658432/IanPoR_p_normal.jpg
Claude Greff,1013,1473,2538,0.654058314,0.444333996,3.4186046510000003,0.9624329159999999,ClaudeGreff,81,2,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/600646087578394624/4s_ZATu0_normal.jpg
Patrick Vignal,3668,1188,2718,0.8465783659999999,0.12227074199999999,1.547619048,0.691897655,PatrickVignal,382,2,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/684769983797268480/M5Ojz-Vj_normal.png
Barbara Romagnan,1512,1287,5404,0.14822353800000002,0.263473054,3.8184281839999996,1.261969286,bromagnan,178,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/696631226644488192/m5okmCE6_normal.jpg
Christophe Cavard,1413,1933,2785,0.591741472,0.317437722,0.921793535,0.369134515,ccavard,161,2,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/664462898207588353/hugiIhnZ_normal.jpg
Francoise Guégot,426,1601,1504,0.066489362,0.180751174,6.0,2.88252149,fguegot,47,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1587741991/image_normal.jpg
Bruno Le Roux,3073,2346,30333,0.023439817999999998,0.37139107600000004,9.108559499,2.456158664,BrunoLeRoux,302,31,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2890834011/a3b08fcc6a56afa9e46392a57d71ed7b_normal.jpeg
Pierre Alain Muet,599,1963,3930,0.049872774,0.113902848,3.824196597,1.1115311909999999,pierrealainmuet,65,2,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2619208923/011u8rkukf2gbyat61de_normal.jpeg
Bruno-Nestor Azérot,323,994,998,0.5250501000000001,0.559748428,10.42142857,4.171428571,BNAzerot,50,2,DIVERSGAUCHE,Divers Gauche,Gauche,http://pbs.twimg.com/profile_images/704985357671145472/At-USCcY_normal.jpg
Frédéric Cuvillier,4170,2421,17798,0.032587931,0.135759494,7.050530941,1.998535335,fcuvillier,285,90,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/618905825403379712/QQP8OIFq_normal.jpg
fx villain,0,1475,307,0.022801303,0.0,0.0,0.0,fxvillain,0,0,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/440430367338536960/rZOiTktC_normal.jpeg
Serge LETCHIMY,1977,1501,4549,0.088371071,0.156882591,2.112845138,0.632052821,SergeLetchimy,239,16,DIVERSGAUCHE,Divers Gauche,Gauche,http://pbs.twimg.com/profile_images/669453149112025088/sacTj_m1_normal.jpg
Pascal Popelin,882,1159,1353,0.682926829,0.060090702999999995,1.4921592280000002,0.487334138,pascalpopelin,137,4,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/547131668428251139/dMnae93A_normal.jpeg
Poniatowski Axel,236,1238,1302,0.156682028,0.140425532,9.955445545,3.331683168,AxelPoniatowski,17,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/2703063729/a1ea984c8356a21471dad8e0e3d29c70_normal.jpeg
MaudOlivier,2051,1647,3329,0.21297687,0.441161989,3.154185022,1.0704845809999999,OlivierMaud,232,25,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/555043661952847873/sAoNMtTt_normal.jpeg
Philippe Vitel,2059,1584,2654,0.461944235,0.404349975,0.995020747,0.355186722,PhilippeVitel,192,18,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1687649367/Photo_Identit__FEFE_normal.jpg
Michel DESTOT,655,1384,2504,0.41293929700000004,0.24042879,1.445564516,1.219758065,mdestot,31,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/651766340554887169/u6-ZEbpI_normal.jpg
Alain Suguenot,2052,2309,1938,0.026315789,0.000487329,0.207215992,0.058508045,A_Suguenot,86,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/526107701/Alain_Suguenot_normal.jpg
Marie-Lou MARCEL,683,1315,832,0.35096153799999996,0.11583577699999999,0.399668325,0.145936982,mloumarcel,74,15,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/3529674679/aacf0a71715a9ab69621b15484883166_normal.jpeg
Jean Jacques Vlody,430,1863,1257,0.299920446,0.060465116,0.094059406,0.047029703,jvlody,15,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1872089198/Sans_titre_normal.jpg
Michèle Delaunay,33143,1833,28346,0.091653143,0.24413580199999999,2.481012658,1.467129441,micheledelaunay,281,52,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1599155505/twitter_normal.jpg
Nathalie Appéré,2493,1516,5788,0.191085003,0.56365834,5.034164358,1.8005540169999998,nathalieappere,225,8,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/672005167257112576/wKsbV8fy_normal.jpg
